	5.000000e-02	9.397207e-03	9.394999e-03	2.350733e-02
	1.000000e-01	1.864592e-02	1.864155e-02	2.345886e-02
	1.500000e-01	2.759802e-02	2.759155e-02	2.344851e-02
	2.000000e-01	3.610612e-02	3.609766e-02	2.345742e-02
	2.500000e-01	4.402396e-02	4.401366e-02	2.341025e-02
	3.000000e-01	5.120674e-02	5.119477e-02	2.339065e-02
	3.500000e-01	5.751151e-02	5.749808e-02	2.335923e-02
	4.000000e-01	6.279749e-02	6.278284e-02	2.333810e-02
	4.500000e-01	6.692648e-02	6.691092e-02	2.326799e-02
	5.000000e-01	6.976316e-02	6.974698e-02	2.319840e-02
	5.500000e-01	7.117543e-02	7.115897e-02	2.312763e-02
	6.000000e-01	7.103475e-02	7.101835e-02	2.310472e-02
	6.500000e-01	6.921650e-02	6.920060e-02	2.297761e-02
	7.000000e-01	6.560020e-02	6.558514e-02	2.297229e-02
	7.500000e-01	6.006991e-02	6.005619e-02	2.284164e-02
	8.000000e-01	5.251443e-02	5.250245e-02	2.282640e-02
	8.500000e-01	4.282768e-02	4.281796e-02	2.270171e-02
	9.000000e-01	3.090885e-02	3.090185e-02	2.266818e-02
	9.500000e-01	1.666275e-02	1.665904e-02	2.227328e-02
