	1	0.000000
	2	0.021351
	3	0.042120
	4	0.061741
	5	0.079677
	6	0.095441
	7	0.108601
	8	0.118799
	9	0.125756
	10	0.129283
	11	0.129283
	12	0.125756
	13	0.118799
	14	0.108601
	15	0.095441
	16	0.079677
	17	0.061741
	18	0.042120
	19	0.021351
	20	0.000000
