	1	0.000000
	2	0.044295
	3	0.087501
	4	0.128528
	5	0.166299
	6	0.199761
	7	0.227929
	8	0.249920
	9	0.265013
	10	0.272694
	11	0.272694
	12	0.265013
	13	0.249920
	14	0.227929
	15	0.199761
	16	0.166299
	17	0.128528
	18	0.087501
	19	0.044295
	20	0.000000
