	1	0.000000
	2	0.007627
	3	0.015047
	4	0.022055
	5	0.028463
	6	0.034094
	7	0.038794
	8	0.042437
	9	0.044922
	10	0.046182
	11	0.046182
	12	0.044922
	13	0.042437
	14	0.038794
	15	0.034094
	16	0.028463
	17	0.022055
	18	0.015047
	19	0.007627
	20	0.000000
