	1	1	1.000000
	1	2	1.000000
	1	3	1.000000
	1	4	1.000000
	1	5	1.000000
	1	6	1.000000
	1	7	1.000000
	1	8	1.000000
	1	9	1.000000
	1	10	1.000000
	1	11	1.000000
	1	12	1.000000
	1	13	1.000000
	1	14	1.000000
	1	15	1.000000
	1	16	1.000000
	1	17	1.000000
	1	18	1.000000
	1	19	1.000000
	1	20	1.000000
	1	21	1.000000
	2	1	0.500000
	2	2	0.410749
	2	3	0.446834
	2	4	0.446315
	2	5	0.643151
	2	6	0.740881
	2	7	0.794589
	2	8	0.826344
	2	9	0.845823
	2	10	0.857612
	2	11	0.863981
	2	12	0.865998
	2	13	0.863981
	2	14	0.857612
	2	15	0.845823
	2	16	0.826344
	2	17	0.794589
	2	18	0.740881
	2	19	0.643151
	2	20	0.446315
	2	21	0.000000
	3	1	0.500000
	3	2	0.284454
	3	3	0.154466
	3	4	0.251891
	3	5	0.429035
	3	6	0.545181
	3	7	0.620827
	3	8	0.670409
	3	9	0.702766
	3	10	0.723081
	3	11	0.734282
	3	12	0.737864
	3	13	0.734282
	3	14	0.723081
	3	15	0.702766
	3	16	0.670409
	3	17	0.620827
	3	18	0.545181
	3	19	0.429035
	3	20	0.251891
	3	21	0.000000
	4	1	0.500000
	4	2	0.257384
	4	3	0.121680
	4	4	0.165120
	4	5	0.302795
	4	6	0.407858
	4	7	0.484667
	4	8	0.539360
	4	9	0.577148
	4	10	0.601777
	4	11	0.615666
	4	12	0.620154
	4	13	0.615666
	4	14	0.601777
	4	15	0.577148
	4	16	0.539360
	4	17	0.484667
	4	18	0.407858
	4	19	0.302795
	4	20	0.165120
	4	21	0.000000
	5	1	0.500000
	5	2	0.251583
	5	3	0.106409
	5	4	0.117900
	5	5	0.223570
	5	6	0.311301
	5	7	0.380457
	5	8	0.432780
	5	9	0.470621
	5	10	0.496089
	5	11	0.510747
	5	12	0.515530
	5	13	0.510747
	5	14	0.496089
	5	15	0.470621
	5	16	0.432780
	5	17	0.380457
	5	18	0.311301
	5	19	0.223570
	5	20	0.117900
	5	21	0.000000
	6	1	0.500000
	6	2	0.250339
	6	3	0.097533
	6	4	0.088327
	6	5	0.170250
	6	6	0.241596
	6	7	0.300619
	6	8	0.347216
	6	9	0.382090
	6	10	0.406165
	6	11	0.420254
	6	12	0.424889
	6	13	0.420254
	6	14	0.406165
	6	15	0.382090
	6	16	0.347216
	6	17	0.300619
	6	18	0.241596
	6	19	0.170250
	6	20	0.088327
	6	21	0.000000
	7	1	0.500000
	7	2	0.250073
	7	3	0.091608
	7	4	0.068020
	7	5	0.132244
	7	6	0.189762
	7	7	0.238837
	7	8	0.278724
	7	9	0.309324
	7	10	0.330857
	7	11	0.343621
	7	12	0.347848
	7	13	0.343621
	7	14	0.330857
	7	15	0.309324
	7	16	0.278724
	7	17	0.238837
	7	18	0.189762
	7	19	0.132244
	7	20	0.068020
	7	21	0.000000
	8	1	0.500000
	8	2	0.250016
	8	3	0.087331
	8	4	0.053228
	8	5	0.103992
	8	6	0.150228
	8	7	0.190467
	8	8	0.223822
	8	9	0.249862
	8	10	0.268443
	8	11	0.279563
	8	12	0.283263
	8	13	0.279563
	8	14	0.268443
	8	15	0.249862
	8	16	0.223822
	8	17	0.190467
	8	18	0.150228
	8	19	0.103992
	8	20	0.053228
	8	21	0.000000
	9	1	0.500000
	9	2	0.250003
	9	3	0.084104
	9	4	0.042037
	9	5	0.082369
	9	6	0.119488
	9	7	0.152208
	9	8	0.179693
	9	9	0.201412
	9	10	0.217063
	9	11	0.226496
	9	12	0.229645
	9	13	0.226496
	9	14	0.217063
	9	15	0.201412
	9	16	0.179693
	9	17	0.152208
	9	18	0.119488
	9	19	0.082369
	9	20	0.042037
	9	21	0.000000
	10	1	0.500000
	10	2	0.250001
	10	3	0.081604
	10	4	0.033360
	10	5	0.065484
	10	6	0.095245
	10	7	0.121700
	10	8	0.144121
	10	9	0.161986
	10	10	0.174949
	10	11	0.182800
	10	12	0.185429
	10	13	0.182800
	10	14	0.174949
	10	15	0.161986
	10	16	0.144121
	10	17	0.121700
	10	18	0.095245
	10	19	0.065484
	10	20	0.033360
	10	21	0.000000
	11	1	0.500000
	11	2	0.250000
	11	3	0.079634
	11	4	0.026520
	11	5	0.052118
	11	6	0.075934
	11	7	0.097221
	11	8	0.115370
	11	9	0.129913
	11	10	0.140517
	11	11	0.146961
	11	12	0.149122
	11	13	0.146961
	11	14	0.140517
	11	15	0.129913
	11	16	0.115370
	11	17	0.097221
	11	18	0.075934
	11	19	0.052118
	11	20	0.026520
	11	21	0.000000
	12	1	0.500000
	12	2	0.250000
	12	3	0.078064
	12	4	0.021068
	12	5	0.041434
	12	6	0.060436
	12	7	0.077481
	12	8	0.092072
	12	9	0.103809
	12	10	0.112395
	12	11	0.117626
	12	12	0.119382
	12	13	0.117626
	12	14	0.112395
	12	15	0.103809
	12	16	0.092072
	12	17	0.077481
	12	18	0.060436
	12	19	0.041434
	12	20	0.021068
	12	21	0.000000
	13	1	0.500000
	13	2	0.249999
	13	3	0.076802
	13	4	0.016685
	13	5	0.032831
	13	6	0.047922
	13	7	0.061492
	13	8	0.073139
	13	9	0.082533
	13	10	0.089421
	13	11	0.093623
	13	12	0.095036
	13	13	0.093623
	13	14	0.089421
	13	15	0.082533
	13	16	0.073139
	13	17	0.061492
	13	18	0.047922
	13	19	0.032831
	13	20	0.016685
	13	21	0.000000
	14	1	0.500000
	14	2	0.249995
	14	3	0.075779
	14	4	0.013136
	14	5	0.025855
	14	6	0.037758
	14	7	0.048479
	14	8	0.057696
	14	9	0.065144
	14	10	0.070613
	14	11	0.073954
	14	12	0.075077
	14	13	0.073954
	14	14	0.070613
	14	15	0.065144
	14	16	0.057696
	14	17	0.048479
	14	18	0.037758
	14	19	0.025855
	14	20	0.013136
	14	21	0.000000
	15	1	0.500000
	15	2	0.249976
	15	3	0.074939
	15	4	0.010239
	15	5	0.020156
	15	6	0.029445
	15	7	0.037821
	15	8	0.045031
	15	9	0.050863
	15	10	0.055150
	15	11	0.057771
	15	12	0.058653
	15	13	0.057771
	15	14	0.055150
	15	15	0.050863
	15	16	0.045031
	15	17	0.037821
	15	18	0.029445
	15	19	0.020156
	15	20	0.010239
	15	21	0.000000
	16	1	0.500000
	16	2	0.249887
	16	3	0.074226
	16	4	0.007850
	16	5	0.015456
	16	6	0.022583
	16	7	0.029014
	16	8	0.034555
	16	9	0.039040
	16	10	0.042340
	16	11	0.044358
	16	12	0.045037
	16	13	0.044358
	16	14	0.042340
	16	15	0.039040
	16	16	0.034555
	16	17	0.029014
	16	18	0.022583
	16	19	0.015456
	16	20	0.007850
	16	21	0.000000
	17	1	0.500000
	17	2	0.249472
	17	3	0.073531
	17	4	0.005852
	17	5	0.011524
	17	6	0.016840
	17	7	0.021639
	17	8	0.025777
	17	9	0.029128
	17	10	0.031594
	17	11	0.033103
	17	12	0.033611
	17	13	0.033103
	17	14	0.031594
	17	15	0.029128
	17	16	0.025777
	17	17	0.021639
	17	18	0.016840
	17	19	0.011524
	17	20	0.005852
	17	21	0.000000
	18	1	0.500000
	18	2	0.247539
	18	3	0.072484
	18	4	0.004148
	18	5	0.008169
	18	6	0.011939
	18	7	0.015343
	18	8	0.018278
	18	9	0.020657
	18	10	0.022408
	18	11	0.023480
	18	12	0.023840
	18	13	0.023480
	18	14	0.022408
	18	15	0.020657
	18	16	0.018278
	18	17	0.015343
	18	18	0.011939
	18	19	0.008169
	18	20	0.004148
	18	21	0.000000
	19	1	0.500000
	19	2	0.238515
	19	3	0.069456
	19	4	0.002654
	19	5	0.005226
	19	6	0.007638
	19	7	0.009817
	19	8	0.011696
	19	9	0.013219
	19	10	0.014340
	19	11	0.015026
	19	12	0.015257
	19	13	0.015026
	19	14	0.014340
	19	15	0.013219
	19	16	0.011696
	19	17	0.009817
	19	18	0.007638
	19	19	0.005226
	19	20	0.002654
	19	21	0.000000
	20	1	0.500000
	20	2	0.196417
	20	3	0.056940
	20	4	0.001294
	20	5	0.002548
	20	6	0.003724
	20	7	0.004787
	20	8	0.005703
	20	9	0.006446
	20	10	0.006993
	20	11	0.007328
	20	12	0.007441
	20	13	0.007328
	20	14	0.006993
	20	15	0.006446
	20	16	0.005703
	20	17	0.004787
	20	18	0.003724
	20	19	0.002548
	20	20	0.001294
	20	21	0.000000
	21	1	0.000000
	21	2	0.078098
	21	3	0.000000
	21	4	0.000258
	21	5	0.000509
	21	6	0.000744
	21	7	0.000956
	21	8	0.001139
	21	9	0.001287
	21	10	0.001397
	21	11	0.001464
	21	12	0.001486
	21	13	0.001464
	21	14	0.001397
	21	15	0.001287
	21	16	0.001139
	21	17	0.000956
	21	18	0.000744
	21	19	0.000509
	21	20	0.000258
	21	21	0.000000
	22	1	0.500000
	22	2	0.194074
	22	3	0.055893
	22	4	0.000000
	22	5	0.000000
	22	6	0.000000
	22	7	0.000000
	22	8	0.000000
	22	9	0.000000
	22	10	0.000000
	22	11	0.000000
	22	12	0.000000
	22	13	0.000000
	22	14	0.000000
	22	15	0.000000
	22	16	0.000000
	22	17	0.000000
	22	18	0.000000
	22	19	0.000000
	22	20	0.000000
	22	21	0.000000
	23	1	0.500000
	23	2	0.227079
	23	3	0.065399
	23	4	0.000000
	23	5	0.000000
	23	6	0.000000
	23	7	0.000000
	23	8	0.000000
	23	9	0.000000
	23	10	0.000000
	23	11	0.000000
	23	12	0.000000
	23	13	0.000000
	23	14	0.000000
	23	15	0.000000
	23	16	0.000000
	23	17	0.000000
	23	18	0.000000
	23	19	0.000000
	23	20	0.000000
	23	21	0.000000
	24	1	0.500000
	24	2	0.194074
	24	3	0.055893
	24	4	0.000000
	24	5	0.000000
	24	6	0.000000
	24	7	0.000000
	24	8	0.000000
	24	9	0.000000
	24	10	0.000000
	24	11	0.000000
	24	12	0.000000
	24	13	0.000000
	24	14	0.000000
	24	15	0.000000
	24	16	0.000000
	24	17	0.000000
	24	18	0.000000
	24	19	0.000000
	24	20	0.000000
	24	21	0.000000
	25	1	0.500000
