	0	0.000000
	1	0.009330
	2	0.018406
	3	0.026979
	4	0.034817
	5	0.041705
	6	0.047455
	7	0.051911
	8	0.054951
	9	0.056492
	10	0.056492
	11	0.054951
	12	0.051911
	13	0.047455
	14	0.041705
	15	0.034817
	16	0.026979
	17	0.018406
	18	0.009330
	19	0.000000
