	1	0.000000
	2	0.061304
	3	0.110299
	4	0.159821
	5	0.209286
	6	0.257489
	7	0.302481
	8	0.341422
	9	0.370683
	10	0.386550
	11	0.386550
	12	0.370683
	13	0.341422
	14	0.302481
	15	0.257489
	16	0.209286
	17	0.159821
	18	0.110299
	19	0.061304
	20	0.000000
