	1	0.000000
	2	0.045843
	3	0.080942
	4	0.114029
	5	0.144259
	6	0.170841
	7	0.193061
	8	0.210305
	9	0.222085
	10	0.228063
	11	0.228063
	12	0.222085
	13	0.210305
	14	0.193061
	15	0.170841
	16	0.144259
	17	0.114029
	18	0.080942
	19	0.045843
	20	0.000000
